등록일시,대여건수
2019-03-13,28653
2019-03-14,30997
2019-03-15,20481
2019-03-16,26057
2019-03-17,35622
2019-03-18,36313
2019-03-19,39908
2019-03-20,16204
2019-03-21,26455
2019-03-22,32363
2019-03-23,21696
2019-03-24,31622
2019-03-25,34226
2019-03-26,42644
2019-03-27,35832
2019-03-28,38806
2019-03-29,43893
2019-03-30,14001
2019-03-31,22326
2019-04-01,37660
2019-04-02,42029
2019-04-03,43257
2019-04-04,45681
2019-04-05,45643
2019-04-06,25902
2019-04-07,55943
2019-04-08,52643
2019-04-09,24734
2019-04-10,26421
2019-04-11,51013
2019-04-12,55125
2019-04-13,57020
2019-04-14,28467
2019-04-15,55422
2019-04-16,60566
2019-04-17,62522
2019-04-18,50439
2019-04-19,60925
2019-04-20,51068
2019-04-21,53339
2019-04-22,63995
2019-04-23,58811
2019-04-24,55815
2019-04-25,22471
2019-04-26,26484
2019-04-27,65124
2019-04-28,56012
2019-04-29,63256
2019-04-30,70213
2019-05-01,76439
2019-05-02,72430
2019-05-03,73647
2019-05-04,66392
2019-05-05,66911
2019-05-06,74806
2019-05-07,70506
2019-05-08,70426
2019-05-09,71707
2019-05-10,74960
2019-05-11,76110
2019-05-12,73318
2019-05-13,68389
2019-05-14,78385
2019-05-15,76969
2019-05-16,75399
2019-05-17,79158
2019-05-18,79583
2019-05-19,12749
2019-05-20,72066
2019-05-21,80599
2019-05-22,80735
2019-05-23,78504
2019-05-24,77190
2019-05-25,75791
2019-05-26,74327
2019-05-27,30670
2019-05-28,83654
2019-05-29,83496
2019-05-30,73814
2019-05-31,83765
2017-01-01,2307
2017-01-02,3796
2017-01-03,4049
2017-01-04,4646
2017-01-05,4500
2017-01-06,4944
2017-01-07,3872
2017-01-08,3568
2017-01-09,4228
2017-01-10,3516
2017-01-11,3522
2017-01-12,3399
2017-01-13,2525
2017-01-14,1419
2017-01-15,1465
2017-01-16,3279
2017-01-17,3572
2017-01-18,3685
2017-01-19,3633
2017-01-20,1335
2017-01-21,936
2017-01-22,705
2017-01-23,1739
2017-01-24,2143
2017-01-25,2506
2017-01-26,2702
2017-01-27,1154
2017-01-28,1198
2017-01-29,496
2017-01-30,1047
2017-01-31,2263
2017-02-01,2776
2017-02-02,3020
2017-02-03,3578
2017-02-04,2631
2017-02-05,1348
2017-02-06,3135
2017-02-07,1033
2017-02-08,2564
2017-02-09,2786
2017-02-10,2366
2017-02-11,1839
2017-02-12,2192
2017-02-13,3613
2017-02-14,3746
2017-02-15,4214
2017-02-16,4310
2017-02-17,3344
2017-02-18,2482
2017-02-19,1672
2017-02-20,2941
2017-02-21,3855
2017-02-22,1672
2017-02-23,3330
2017-02-24,3591
2017-02-25,3480
2017-02-26,3802
2017-02-27,4919
2017-02-28,5513
2017-03-01,3182
2017-03-02,4214
2017-03-03,5161
2017-03-04,6112
2017-03-05,4573
2017-03-06,4201
2017-03-07,3921
2017-03-08,4096
2017-03-09,4767
2017-03-10,5776
2017-03-11,7270
2017-03-12,5078
2017-03-13,6277
2017-03-14,6300
2017-03-15,6468
2017-03-16,6566
2017-03-17,5258
2017-03-18,7583
2017-03-19,8118
2017-03-20,6723
2017-03-21,6735
2017-03-22,7577
2017-03-23,7657
2017-03-24,7736
2017-03-25,6677
2017-03-26,6400
2017-03-27,5706
2017-03-28,7121
2017-03-29,8323
2017-03-30,8612
2017-03-31,4579
2017-04-01,7173
2017-04-02,9254
2017-04-03,9274
2017-04-04,10155
2017-04-05,1877
2017-04-06,6257
2017-04-07,11361
2017-04-08,10632
2017-04-09,10909
2017-04-10,12933
2017-04-11,11615
2017-04-12,10244
2017-04-13,10510
2017-04-14,6671
2017-04-15,12422
2017-04-16,13145
2017-04-17,7205
2017-04-18,7513
2017-04-19,11360
2017-04-20,10198
2017-04-21,11487
2017-04-22,13132
2017-04-23,13131
2017-04-24,12650
2017-04-25,11825
2017-04-26,12950
2017-04-27,12424
2017-04-28,12970
2017-04-29,14312
2017-04-30,13592
2017-05-01,14168
2017-05-02,13490
2017-05-03,16305
2017-05-04,15316
2017-05-05,15488
2017-05-06,7484
2017-05-07,9528
2017-05-08,11092
2017-05-09,6778
2017-05-10,12102
2017-05-11,13612
2017-05-12,12841
2017-05-13,8333
2017-05-14,15272
2017-05-15,14115
2017-05-16,15270
2017-05-17,15502
2017-05-18,15977
2017-05-19,15877
2017-05-20,16654
2017-05-21,17757
2017-05-22,17070
2017-05-23,10174
2017-05-24,17115
2017-05-25,16387
2017-05-26,17966
2017-05-27,18286
2017-05-28,18005
2017-05-29,17619
2017-05-30,17703
2017-05-31,17937
2017-06-01,17693
2017-06-02,11994
2017-06-03,19353
2017-06-04,19225
2017-06-05,19443
2017-06-06,7604
2017-06-07,8644
2017-06-08,18859
2017-06-09,18356
2017-06-10,19865
2017-06-11,19524
2017-06-12,19588
2017-06-13,19196
2017-06-14,19692
2017-06-15,19520
2017-06-16,19954
2017-06-17,19353
2017-06-18,18441
2017-06-19,20591
2017-06-20,19798
2017-06-21,21198
2017-06-22,21526
2017-06-23,20590
2017-06-24,11639
2017-06-25,12602
2017-06-26,10458
2017-06-27,19419
2017-06-28,21105
2017-06-29,20856
2017-06-30,20619
2017-07-01,13859
2017-07-02,3885
2017-07-03,10190
2017-07-04,18347
2017-07-05,5222
2017-07-06,9
2017-07-07,3245
2017-07-08,9610
2017-07-09,6475
2017-07-10,1199
2017-07-11,16142
2017-07-12,18529
2017-07-13,18236
2017-07-14,17158
2017-07-15,5399
2017-07-16,13269
2017-07-17,16632
2017-07-18,16138
2017-07-19,18383
2017-07-20,17612
2017-07-21,16815
2017-07-22,10712
2017-07-23,8298
2017-07-24,14039
2017-07-25,17854
2017-07-26,19010
2017-07-27,16732
2017-07-28,10194
2017-07-29,17140
2017-07-30,16187
2017-07-31,12144
2017-08-01,18392
2017-08-02,17672
2017-08-03,18168
2017-08-04,17444
2017-08-05,13103
2017-08-06,12510
2017-08-07,18359
2017-08-08,20578
2017-08-09,19509
2017-08-10,6701
2017-08-11,17577
2017-08-12,18542
2017-08-13,18907
2017-08-14,12150
2017-08-15,2457
2017-08-16,17325
2017-08-17,18670
2017-08-18,20851
2017-08-19,18744
2017-08-20,1961
2017-08-21,18669
2017-08-22,22687
2017-08-23,11579
2017-08-24,13694
2017-08-25,22969
2017-08-26,24671
2017-08-27,22419
2017-08-28,11869
2017-08-29,27653
2017-08-30,27229
2017-08-31,27500
2017-09-01,28644
2017-09-02,29162
2017-09-03,28741
2017-09-04,28588
2017-09-05,26894
2017-09-06,14412
2017-09-07,29280
2017-09-08,29439
2017-09-09,28899
2017-09-10,22813
2017-09-11,21210
2017-09-12,29705
2017-09-13,31250
2017-09-14,31115
2017-09-15,32381
2017-09-16,34104
2017-09-17,33587
2017-09-18,32918
2017-09-19,23220
2017-09-20,34011
2017-09-21,33109
2017-09-22,34114
2017-09-23,33524
2017-09-24,30320
2017-09-25,32636
2017-09-26,30093
2017-09-27,28175
2017-09-28,31462
2017-09-29,32872
2017-09-30,33195
2017-10-01,10634
2017-10-02,28247
2017-10-03,22250
2017-10-04,19575
2017-10-05,26463
2017-10-06,22853
2017-10-07,35917
2017-10-08,37200
2017-10-09,39072
2017-10-10,27441
2017-10-11,19431
2017-10-12,25816
2017-10-13,28651
2017-10-14,30106
2017-10-15,31435
2017-10-16,30232
2017-10-17,31232
2017-10-18,23880
2017-10-19,32008
2017-10-20,32250
2017-10-21,33126
2017-10-22,28657
2017-10-23,29072
2017-10-24,29702
2017-10-25,29915
2017-10-26,29239
2017-10-27,31474
2017-10-28,30249
2017-10-29,20310
2017-10-30,21550
2017-10-31,25117
2017-11-01,27319
2017-11-02,25335
2017-11-03,19578
2017-11-04,18341
2017-11-05,19098
2017-11-06,25218
2017-11-07,27262
2017-11-08,24021
2017-11-09,24375
2017-11-10,15896
2017-11-11,15692
2017-11-12,15033
2017-11-13,16595
2017-11-14,19222
2017-11-15,16133
2017-11-16,15150
2017-11-17,13977
2017-11-18,8228
2017-11-19,7232
2017-11-20,12553
2017-11-21,14286
2017-11-22,13151
2017-11-23,12915
2017-11-24,10776
2017-11-25,4350
2017-11-26,8294
2017-11-27,13798
2017-11-28,14962
2017-11-29,12959
2017-11-30,10869
2017-12-01,10558
2017-12-02,9234
2017-12-03,7811
2017-12-04,9731
2017-12-05,9209
2017-12-06,7243
2017-12-07,9364
2017-12-08,8836
2017-12-09,7784
2017-12-10,3681
2017-12-11,6306
2017-12-12,5948
2017-12-13,6499
2017-12-14,6922
2017-12-15,7869
2017-12-16,4885
2017-12-17,3944
2017-12-18,2767
2017-12-19,4583
2017-12-20,4857
2017-12-21,6142
2017-12-22,7797
2017-12-23,7156
2017-12-24,2174
2017-12-25,4186
2017-12-26,6003
2017-12-27,5740
2017-12-28,7073
2017-12-29,8263
2017-12-30,4242
2017-12-31,3629
2016-01-01,523
2016-01-02,750
2016-01-03,679
2016-01-04,841
2016-01-05,789
2016-01-06,787
2016-01-07,772
2016-01-08,717
2016-01-09,478
2016-01-10,545
2016-01-11,735
2016-01-12,681
2016-01-13,594
2016-01-14,600
2016-01-15,761
2016-01-16,516
2016-01-17,587
2016-01-18,487
2016-01-19,339
2016-01-20,445
2016-01-21,529
2016-01-22,540
2016-01-23,242
2016-01-24,137
2016-01-25,448
2016-01-26,479
2016-01-27,717
2016-01-28,776
2016-01-29,742
2016-01-30,630
2016-01-31,343
2016-02-01,581
2016-02-02,587
2016-02-03,689
2016-02-04,731
2016-02-05,629
2016-02-06,378
2016-02-07,250
2016-02-08,222
2016-02-09,426
2016-02-10,805
2016-02-11,1020
2016-02-12,203
2016-02-13,318
2016-02-14,252
2016-02-15,509
2016-02-16,521
2016-02-17,787
2016-02-18,855
2016-02-19,895
2016-02-20,657
2016-02-21,569
2016-02-22,843
2016-02-23,761
2016-02-24,721
2016-02-25,836
2016-02-26,954
2016-02-27,855
2016-02-28,318
2016-02-29,476
2016-03-01,580
2016-03-02,933
2016-03-03,1314
2016-03-04,1904
2016-03-05,243
2016-03-06,1829
2016-03-07,1220
2016-03-08,1031
2016-03-09,960
2016-03-10,911
2016-03-11,964
2016-03-12,818
2016-03-13,832
2016-03-14,1283
2016-03-15,1471
2016-03-16,1625
2016-03-17,1692
2016-03-18,2330
2016-03-19,3113
2016-03-20,3183
2016-03-21,2080
2016-03-22,2061
2016-03-23,1927
2016-03-24,1940
2016-03-25,1961
2016-03-26,2204
2016-03-27,2384
2016-03-28,2283
2016-03-29,1653
2016-03-30,2311
2016-03-31,2632
2016-04-01,3391
2016-04-02,4226
2016-04-03,777
2016-04-04,3372
2016-04-05,3166
2016-04-06,3171
2016-04-07,2616
2016-04-08,3055
2016-04-09,2551
2016-04-10,2743
2016-04-11,3238
2016-04-12,2952
2016-04-13,3797
2016-04-14,2618
2016-04-15,3229
2016-04-16,987
2016-04-17,1837
2016-04-18,1771
2016-04-19,2860
2016-04-20,1759
2016-04-21,1613
2016-04-22,2496
2016-04-23,2163
2016-04-24,2982
2016-04-25,2958
2016-04-26,3309
2016-04-27,2909
2016-04-28,3279
2016-04-29,3515
2016-04-30,2671
2016-05-01,4043
2016-05-02,1737
2016-05-03,301
2016-05-04,2785
2016-05-05,4145
2016-05-06,808
2016-05-07,3530
2016-05-08,3289
2016-05-09,3194
2016-05-10,1241
2016-05-11,3327
2016-05-12,3460
2016-05-13,3751
2016-05-14,4533
2016-05-15,1059
2016-05-16,3195
2016-05-17,3621
2016-05-18,3605
2016-05-19,3355
2016-05-20,3587
2016-05-21,3611
2016-05-22,3311
2016-05-23,3353
2016-05-24,2075
2016-05-25,3595
2016-05-26,3202
2016-05-27,3597
2016-05-28,3690
2016-05-29,3700
2016-05-30,3343
2016-05-31,3541
2016-06-01,3802
2016-06-02,3766
2016-06-03,3967
2016-06-04,3713
2016-06-05,3534
2016-06-06,3820
2016-06-07,3499
2016-06-08,3805
2016-06-09,3731
2016-06-10,3539
2016-06-11,2673
2016-06-12,3095
2016-06-13,3839
2016-06-14,3497
2016-06-15,993
2016-06-16,3674
2016-06-17,3760
2016-06-18,3632
2016-06-19,3576
2016-06-20,3962
2016-06-21,3908
2016-06-22,2596
2016-06-23,3884
2016-06-24,2960
2016-06-25,4107
2016-06-26,3982
2016-06-27,4333
2016-06-28,4296
2016-06-29,4373
2016-06-30,3151
2016-07-01,1171
2016-07-02,3427
2016-07-03,3801
2016-07-04,1195
2016-07-05,386
2016-07-06,3597
2016-07-07,3897
2016-07-08,3985
2016-07-09,3179
2016-07-10,3017
2016-07-11,3347
2016-07-12,3593
2016-07-13,4353
2016-07-14,4489
2016-07-15,3463
2016-07-16,332
2016-07-17,3802
2016-07-18,5485
2016-07-19,5434
2016-07-20,5214
2016-07-21,5431
2016-07-22,5577
2016-07-23,3986
2016-07-24,4285
2016-07-25,6181
2016-07-26,6615
2016-07-27,5119
2016-07-28,6404
2016-07-29,3684
2016-07-30,5156
2016-07-31,4946
2016-08-01,6709
2016-08-02,5217
2016-08-03,6920
2016-08-04,6188
2016-08-05,6046
2016-08-06,4895
2016-08-07,4940
2016-08-08,6451
2016-08-09,5582
2016-08-10,6869
2016-08-11,6507
2016-08-12,6526
2016-08-13,5159
2016-08-14,4992
2016-08-15,5933
2016-08-16,6947
2016-08-17,6897
2016-08-18,6963
2016-08-19,6595
2016-08-20,5938
2016-08-21,5738
2016-08-22,6788
2016-08-23,6164
2016-08-24,7487
2016-08-25,5382
2016-08-26,9242
2016-08-27,10424
2016-08-28,7850
2016-08-29,10671
2016-08-30,9222
2016-08-31,2886
2016-09-01,9130
2016-09-02,9869
2016-09-03,10570
2016-09-04,10763
2016-09-05,10230
2016-09-06,9992
2016-09-07,9234
2016-09-08,7982
2016-09-09,10062
2016-09-10,11013
2016-09-11,11189
2016-09-12,9998
2016-09-13,10080
2016-09-14,7452
2016-09-15,7072
2016-09-16,9939
2016-09-17,11530
2016-09-18,13060
2016-09-19,11489
2016-09-20,11681
2016-09-21,11383
2016-09-22,11833
2016-09-23,12392
2016-09-24,13485
2016-09-25,12846
2016-09-26,12126
2016-09-27,3359
2016-09-28,10650
2016-09-29,12026
2016-09-30,12361
2016-10-01,13611
2016-10-02,2603
2016-10-03,14107
2016-10-04,12748
2016-10-05,12253
2016-10-06,12420
2016-10-07,7429
2016-10-08,11122
2016-10-09,9766
2016-10-10,10767
2016-10-11,11432
2016-10-12,11290
2016-10-13,11386
2016-10-14,11676
2016-10-15,11458
2016-10-16,4609
2016-10-17,11627
2016-10-18,11769
2016-10-19,11734
2016-10-20,11862
2016-10-21,12064
2016-10-22,11586
2016-10-23,3732
2016-10-24,11026
2016-10-25,6404
2016-10-26,9912
2016-10-27,10805
2016-10-28,9526
2016-10-29,6189
2016-10-30,6521
2016-10-31,5250
2016-11-01,5881
2016-11-02,5727
2016-11-03,7704
2016-11-04,8298
2016-11-05,8066
2016-11-06,7591
2016-11-07,5220
2016-11-08,5593
2016-11-09,5684
2016-11-10,5677
2016-11-11,6851
2016-11-12,7484
2016-11-13,7200
2016-11-14,5033
2016-11-15,6524
2016-11-16,6866
2016-11-17,7381
2016-11-18,6254
2016-11-19,6606
2016-11-20,6531
2016-11-21,7198
2016-11-22,5060
2016-11-23,4414
2016-11-24,4243
2016-11-25,4941
2016-11-26,2077
2016-11-27,2804
2016-11-28,4596
2016-11-29,4955
2016-11-30,4621
2016-12-01,4834
2016-12-02,5040
2016-12-03,4498
2016-12-04,3782
2016-12-05,4716
2016-12-06,4258
2016-12-07,4627
2016-12-08,3821
2016-12-09,4008
2016-12-10,2852
2016-12-11,2546
2016-12-12,4521
2016-12-13,4725
2016-12-14,3736
2016-12-15,3320
2016-12-16,3255
2016-12-17,3208
2016-12-18,3039
2016-12-19,4746
2016-12-20,5439
2016-12-21,2614
2016-12-22,959
2016-12-23,3223
2016-12-24,2202
2016-12-25,2123
2016-12-26,3506
2016-12-27,3234
2016-12-28,3158
2016-12-29,2447
2016-12-30,2977
2016-12-31,2391
2015-09-19,724
2015-09-20,907
2015-09-21,553
2015-09-22,796
2015-09-23,804
2015-09-24,914
2015-09-25,1022
2015-09-26,838
2015-09-27,706
2015-09-28,1382
2015-09-29,1870
2015-09-30,1087
2015-10-01,240
2015-10-02,1138
2015-10-03,32
2015-10-04,126
2015-10-05,204
2015-10-06,917
2015-10-07,923
2015-10-08,1106
2015-10-09,1504
2015-10-10,625
2015-10-11,467
2015-10-12,849
2015-10-13,882
2015-10-14,589
2015-10-15,1189
2015-10-16,1593
2015-10-17,2352
2015-10-18,2369
2015-10-19,1758
2015-10-20,1977
2015-10-21,2003
2015-10-22,2135
2015-10-23,2123
2015-10-24,2379
2015-10-25,2824
2015-10-26,1359
2015-10-27,1387
2015-10-28,1919
2015-10-29,1394
2015-10-30,1298
2015-10-31,1354
2015-11-01,1378
2015-11-02,1853
2015-11-03,2131
2015-11-04,2092
2015-11-05,2195
2015-11-06,1413
2015-11-07,64
2015-11-08,210
2015-11-09,1328
2015-11-10,1927
2015-11-11,2100
2015-11-12,2271
2015-11-13,431
2015-11-14,487
2015-11-15,1994
2015-11-16,753
2015-11-17,2111
2015-11-18,671
2015-11-19,1588
2015-11-20,1769
2015-11-21,1689
2015-11-22,1170
2015-11-23,1240
2015-11-24,1399
2015-11-25,429
2015-11-26,804
2015-11-27,797
2015-11-28,553
2015-11-29,236
2015-11-30,1042
2015-12-01,1161
2015-12-02,497
2015-12-03,412
2015-12-04,828
2015-12-05,647
2015-12-06,594
2015-12-07,981
2015-12-08,1063
2015-12-09,1157
2015-12-10,797
2015-12-11,1139
2015-12-12,908
2015-12-13,917
2015-12-14,526
2015-12-15,939
2015-12-16,760
2015-12-17,683
2015-12-18,711
2015-12-19,590
2015-12-20,626
2015-12-21,601
2015-12-22,983
2015-12-23,873
2015-12-24,779
2015-12-25,472
2015-12-26,452
2015-12-27,346
2015-12-28,596
2015-12-29,681
2015-12-30,572
2015-12-31,674
